id_peuple,nom_peuple,id_famille_linguistique,nom_famille_linguistique,region_principale,notes
PPL_TUTSI_BURUNDI,Tutsi du Burundi,FLG_BANTU,Bantou,"Burundi","Idem."
PPL_BANYORO,Banyoro,FLG_BANTU,Bantou,"Ouganda (Bunyoro)","Peuple du royaume Bunyoro-Kitara."
PPL_BUGANDA,Baganda,FLG_BANTU,Bantou,"Ouganda (Kampala)","Peuple du royaume du Buganda."
PPL_BASOGA,Basoga,FLG_BANTU,Bantou,"Ouganda (Est)","Langue lusoga."

# =======================================================
# 4. PEUPLES BANTOUS DE L’EST AFRICAIN (Kenya - Tanzanie)
# =======================================================

PPL_KIKUYU,Kikuyu,FLG_BANTU,Bantou,"Kenya","Peuple agricole du Mont Kenya."
PPL_KAMBA,Kamba (Akamba),FLG_BANTU,Bantou,"Kenya","Grand peuple de l’Est kenyan."
PPL_MERU,Meru,FLG_BANTU,Bantou,"Kenya (Mont Kenya)","Proches des Kikuyu."
PPL_EMBU,Embu,FLG_BANTU,Bantou,"Kenya","Peuple bantou montagnard."
PPL_GOGO,Gogo,FLG_BANTU,Bantou,"Tanzanie","Peuple agro-pastoral."
PPL_HEHE,Hehe,FLG_BANTU,Bantou,"Tanzanie (Iringa)","Résistance historique (Mkwawa)."
PPL_NYAMWEZI,Nyamwezi,FLG_BANTU,Bantou,"Tanzanie","Grands commerçants caravanier."
PPL_SUKUMA,Sukuma,FLG_BANTU,Bantou,"Tanzanie","Plus grand peuple de Tanzanie."
PPL_HAYA,Haya,FLG_BANTU,Bantou,"Tanzanie (lac Victoria)","Peuple ancien, métallurgie."
PPL_CHAGA,Chaga,FLG_BANTU,Bantou,"Tanzanie (Kilimandjaro)","Peuple agricole structuré."
PPL_MAKONDE,Makonde,FLG_BANTU,Bantou,"Tanzanie, Mozambique","Célèbre pour la sculpture."
PPL_YAO,Yao,FLG_BANTU,Bantou,"Malawi, Mozambique, Tanzanie","Ancien peuple commerçant."

# =======================================================
# 5. PEUPLES BANTOUS D’AFRIQUE AUSTRALE (Zimbabwe - Zambie - Malawi)
# =======================================================

PPL_SHONA,Shona,FLG_BANTU,Bantou,"Zimbabwe, Mozambique","Peuple majeur ; Great Zimbabwe."
PPL_NDEBELE,Ndebele,FLG_BANTU,Bantou,"Zimbabwe","Peuple d’origine nguni migré."
PPL_CHEWA,Chewa,FLG_BANTU,Bantou,"Malawi, Mozambique","Peuple central du Malawi."
PPL_TUMBUKA,Tumbuka,FLG_BANTU,Bantou,"Malawi, Zambie","Peuple du nord Malawi."
PPL_BEMBA,Bemba,FLG_BANTU,Bantou,"Zambie","Peuple majeur du nord-zambien."
PPL_LOZI,Lozi,FLG_BANTU,Bantou,"Zambie (Barotseland)","Royaume du Barotse."
PPL_LUNDA,Lunda (bantou),FLG_BANTU,Bantou,"Angola, RDC, Zambie","Ancien empire lunda."

# =======================================================
# 6. PEUPLES BANTOUS D’AFRIQUE AUSTRALE (Afrique du Sud - Namibie - Botswana)
# =======================================================

PPL_ZULU,Zoulou,FLG_BANTU,Bantou,"Afrique du Sud","Peuple nguni, empire de Shaka."
PPL_XHOSA,Xhosa,FLG_BANTU,Bantou,"Afrique du Sud","Peuple nguni méridional."
PPL_SOTHO,Sotho (Basotho),FLG_BANTU,Bantou,"Lesotho, Afrique du Sud","Langue sesotho."
PPL_TSWANA,Tswana/Batswana,FLG_BANTU,Bantou,"Botswana","Peuple majeur du Botswana."
PPL_VENDA,Venda,FLG_BANTU,Bantou,"Afrique du Sud","Peuple du Limpopo."
PPL_NDEBELE_SA,Ndebele du Sud,FLG_BANTU,Bantou,"Afrique du Sud","Proches des Matabele/Ndebele du Zimbabwe."
PPL_HERERO,Herero (bantou),FLG_BANTU,Bantou,"Namibie, Botswana, Angola","Pastoralistes ; génocide 1904."
PPL_OVAMBO,Ovambo,FLG_BANTU,Bantou,"Namibie","Peuple majoritaire."

# =======================================================
# 7. PEUPLES BANTOUS DE L’OCÉAN INDIEN
# =======================================================

PPL_COMORIEN,Comorien,FLG_BANTU,Bantou,"Comores, Mayotte","Langues comoriennes : shingazidja, shimaore…"
PPL_SWAHILI,Swahili_
